vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_avg_motion_variance,metrics_avg_grain_noise,resolution_ordinal,cq_ordinal,metrics_frame_rate_ordinal
0.9817,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.333333333333333,1
0.9788,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.5,1
0.9726,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.666666666666667,1
0.9608,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.833333333333333,1
0.9375,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,1,1
0.9756,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0,1
0.9746,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.166666666666667,1
0.972,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.333333333333333,1
0.9683,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.5,1
0.962,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.666666666666667,1
0.9506,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.833333333333333,1
0.9305,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,1,1
0.9871,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0,1
0.9865,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.166666666666667,1
0.9844,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.333333333333333,1
0.9796,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.5,1
0.975,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.666666666666667,1
0.9605,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.833333333333333,1
0.9301,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,1,1
0.9875,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0,1
0.9861,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.166666666666667,1
0.9834,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.333333333333333,1
0.9775,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.5,1
0.9712,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.666666666666667,1
0.9563,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.833333333333333,1
0.9261,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,1,1
0.9824,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0,1
0.9814,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.166666666666667,1
0.9782,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.333333333333333,1
0.9739,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.5,1
0.9662,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.666666666666667,1
0.9527,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.833333333333333,1
0.9306,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,1,1
0.9849,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0,1
0.9836,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.166666666666667,1
0.9807,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.333333333333333,1
0.9763,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.5,1
0.9692,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.666666666666667,1
0.9561,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.833333333333333,1
0.9346,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,1,1
0.9782,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0,1
0.9774,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.166666666666667,1
0.975,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.333333333333333,1
0.9718,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.5,1
0.9658,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.666666666666667,1
0.955,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.833333333333333,1
0.9374,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,1,1
0.9816,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0,1
0.9802,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.166666666666667,1
0.9776,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.333333333333333,1
0.9726,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.5,1
0.9662,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.666666666666667,1
0.9528,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.833333333333333,1
0.9286,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,1,1
0.983,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0,1
0.9818,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.166666666666667,1
0.9796,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.333333333333333,1
0.9761,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.5,1
0.9693,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.666666666666667,1
0.9568,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.833333333333333,1
0.9331,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,1,1
0.9997,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,0,0.4
0.9936,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,0.166666666666667,0.4
0.9879,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,0.333333333333333,0.4
0.9802,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,0.5,0.4
0.9691,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,0.666666666666667,0.4
0.9475,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,0.833333333333333,0.4
0.9116,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,1,0.4
0.9946,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,0,0.4
0.9785,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,0.166666666666667,0.4
0.9666,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,0.333333333333333,0.4
0.9581,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,0.5,0.4
0.946,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,0.666666666666667,0.4
0.9271,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,0.833333333333333,0.4
0.8954,1.01,0.06,0.476,-0.29,-1.049,0.534,-0.251,-0.706,0.75,1,0.4
0.9989,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,0,0.6
0.9972,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,0.166666666666667,0.6
0.9929,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,0.333333333333333,0.6
0.9844,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,0.5,0.6
0.9687,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,0.666666666666667,0.6
0.9396,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,0.833333333333333,0.6
0.8649,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,1,0.6
0.9998,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,0,0.6
0.9996,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,0.166666666666667,0.6
0.999,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,0.333333333333333,0.6
0.9973,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,0.5,0.6
0.9912,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,0.666666666666667,0.6
0.9489,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,0.833333333333333,0.6
0.8651,2.65,0.23,0.528,3.126,1.829,0.586,0.287,2.525,0.125,1,0.6
0.9794,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0,0.6
0.9762,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.166666666666667,0.6
0.9723,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.333333333333333,0.6
0.9657,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.5,0.6
0.956,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.666666666666667,0.6
0.9376,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.833333333333333,0.6
0.9099,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,1,0.6
0.9774,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0,0.6
0.9746,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.166666666666667,0.6
0.9709,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.333333333333333,0.6
0.9664,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.5,0.6
0.9573,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.666666666666667,0.6
0.9435,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.833333333333333,0.6
0.9178,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,1,0.6
0.9758,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0,0.6
0.9733,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.166666666666667,0.6
0.9692,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.333333333333333,0.6
0.9638,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.5,0.6
0.955,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.666666666666667,0.6
0.941,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.833333333333333,0.6
0.9174,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,1,0.6
0.9752,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0,0.6
0.973,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.166666666666667,0.6
0.9694,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.333333333333333,0.6
0.9645,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.5,0.6
0.9567,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.666666666666667,0.6
0.9452,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.833333333333333,0.6
0.9242,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,1,0.6
0.98,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0,0.6
0.9771,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.166666666666667,0.6
0.9731,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.333333333333333,0.6
0.9678,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.5,0.6
0.9588,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.666666666666667,0.6
0.9433,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.833333333333333,0.6
0.9199,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,1,0.6
0.9818,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0,0.6
0.9781,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.166666666666667,0.6
0.9724,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.333333333333333,0.6
0.9651,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.5,0.6
0.9524,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.666666666666667,0.6
0.9299,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,0.833333333333333,0.6
0.9004,0.18,0.12,0.547,-0.488,0.407,0.619,-0.473,0.41,0.25,1,0.6
0.999,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0,0.4
0.9982,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.166666666666667,0.4
0.9969,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.333333333333333,0.4
0.995,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.5,0.4
0.9918,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.666666666666667,0.4
0.9824,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.833333333333333,0.4
0.9599,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,1,0.4
0.9974,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0,0.4
0.9957,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.166666666666667,0.4
0.9942,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.333333333333333,0.4
0.9906,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.5,0.4
0.986,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.666666666666667,0.4
0.9749,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.833333333333333,0.4
0.9513,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,1,0.4
0.9991,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0,0.4
0.9983,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.166666666666667,0.4
0.9973,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.333333333333333,0.4
0.9959,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.5,0.4
0.9935,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.666666666666667,0.4
0.9856,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.833333333333333,0.4
0.9661,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,1,0.4
0.9976,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0,0.4
0.9957,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.166666666666667,0.4
0.9936,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.333333333333333,0.4
0.9911,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.5,0.4
0.9868,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.666666666666667,0.4
0.9771,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,0.833333333333333,0.4
0.9573,1.62,0.07,0.617,0.635,-0.433,0.397,-0.325,-0.99,0.75,1,0.4
0.9884,0.32,0.1,0.42,-0.301,-0.049,0.463,-0.478,-0.363,0,0,0.6
0.9849,0.32,0.1,0.42,-0.301,-0.049,0.463,-0.478,-0.363,0,0.166666666666667,0.6
0.9802,0.32,0.1,0.42,-0.301,-0.049,0.463,-0.478,-0.363,0,0.333333333333333,0.6
0.9708,0.32,0.1,0.42,-0.301,-0.049,0.463,-0.478,-0.363,0,0.5,0.6
0.9558,0.32,0.1,0.42,-0.301,-0.049,0.463,-0.478,-0.363,0,0.666666666666667,0.6
0.9331,0.32,0.1,0.42,-0.301,-0.049,0.463,-0.478,-0.363,0,0.833333333333333,0.6
0.8954,0.32,0.1,0.42,-0.301,-0.049,0.463,-0.478,-0.363,0,1,0.6
0.999,0.35,0.25,0.561,0.515,1.309,0.553,-0.357,1.689,0.25,0,0.6
0.9946,0.35,0.25,0.561,0.515,1.309,0.553,-0.357,1.689,0.25,0.166666666666667,0.6
0.982,0.35,0.25,0.561,0.515,1.309,0.553,-0.357,1.689,0.25,0.333333333333333,0.6
0.9603,0.35,0.25,0.561,0.515,1.309,0.553,-0.357,1.689,0.25,0.5,0.6
0.9322,0.35,0.25,0.561,0.515,1.309,0.553,-0.357,1.689,0.25,0.666666666666667,0.6
0.8949,0.35,0.25,0.561,0.515,1.309,0.553,-0.357,1.689,0.25,0.833333333333333,0.6
0.846,0.35,0.25,0.561,0.515,1.309,0.553,-0.357,1.689,0.25,1,0.6
0.9947,0.78,0.08,0.373,1.376,1.138,0.43,-0.167,1.713,0.125,0,0.6
0.9909,0.78,0.08,0.373,1.376,1.138,0.43,-0.167,1.713,0.125,0.166666666666667,0.6
0.9848,0.78,0.08,0.373,1.376,1.138,0.43,-0.167,1.713,0.125,0.333333333333333,0.6
0.9723,0.78,0.08,0.373,1.376,1.138,0.43,-0.167,1.713,0.125,0.5,0.6
0.9453,0.78,0.08,0.373,1.376,1.138,0.43,-0.167,1.713,0.125,0.666666666666667,0.6
0.9035,0.78,0.08,0.373,1.376,1.138,0.43,-0.167,1.713,0.125,0.833333333333333,0.6
0.8438,0.78,0.08,0.373,1.376,1.138,0.43,-0.167,1.713,0.125,1,0.6
0.9997,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0,0.4
0.9997,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.166666666666667,0.4
0.9997,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.333333333333333,0.4
0.9996,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.5,0.4
0.999,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.666666666666667,0.4
0.9821,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.833333333333333,0.4
0.9347,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,1,0.4
0.9997,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0,0.4
0.9997,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.166666666666667,0.4
0.9996,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.333333333333333,0.4
0.9996,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.5,0.4
0.9992,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.666666666666667,0.4
0.9851,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.833333333333333,0.4
0.9385,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,1,0.4
0.9997,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0,0.4
0.9997,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.166666666666667,0.4
0.9996,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.333333333333333,0.4
0.9995,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.5,0.4
0.9994,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.666666666666667,0.4
0.9976,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.833333333333333,0.4
0.9651,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,1,0.4
0.9997,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0,0.4
0.9997,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.166666666666667,0.4
0.9996,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.333333333333333,0.4
0.9995,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.5,0.4
0.9994,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.666666666666667,0.4
0.9974,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.833333333333333,0.4
0.9681,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,1,0.4
0.9997,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0,0.4
0.9997,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.166666666666667,0.4
0.9996,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.333333333333333,0.4
0.9982,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.5,0.4
0.9919,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.666666666666667,0.4
0.9683,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,0.833333333333333,0.4
0.9155,5.78,0.09,0.406,0.792,-1.004,0.364,1.01,-0.659,0.75,1,0.4
0.9923,0.24,0.15,0.298,-0.13,1.42,0.288,-0.468,0.558,0,0,0.6
0.9894,0.24,0.15,0.298,-0.13,1.42,0.288,-0.468,0.558,0,0.166666666666667,0.6
0.9846,0.24,0.15,0.298,-0.13,1.42,0.288,-0.468,0.558,0,0.333333333333333,0.6
0.9754,0.24,0.15,0.298,-0.13,1.42,0.288,-0.468,0.558,0,0.5,0.6
0.9609,0.24,0.15,0.298,-0.13,1.42,0.288,-0.468,0.558,0,0.666666666666667,0.6
0.9352,0.24,0.15,0.298,-0.13,1.42,0.288,-0.468,0.558,0,0.833333333333333,0.6
0.9008,0.24,0.15,0.298,-0.13,1.42,0.288,-0.468,0.558,0,1,0.6
0.9788,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0,1
0.976,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.166666666666667,1
0.9721,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.333333333333333,1
0.9664,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.5,1
0.9581,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.666666666666667,1
0.9441,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.833333333333333,1
0.9234,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,1,1
0.9798,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0,1
0.9767,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.166666666666667,1
0.9726,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.333333333333333,1
0.9662,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.5,1
0.9569,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.666666666666667,1
0.9421,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.833333333333333,1
0.92,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,1,1
0.9788,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0,1
0.976,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.166666666666667,1
0.9721,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.333333333333333,1
0.9664,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.5,1
0.9581,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.666666666666667,1
0.9441,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.833333333333333,1
0.9234,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,1,1
0.9798,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0,1
0.9767,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.166666666666667,1
0.9727,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.333333333333333,1
0.9662,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.5,1
0.9569,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.666666666666667,1
0.9421,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,0.833333333333333,1
0.92,0.15,0.06,0.748,-0.502,0.057,0.775,-0.463,-0.457,0.625,1,1
0.9858,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,0,1
0.9823,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,0.166666666666667,1
0.9769,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,0.333333333333333,1
0.9687,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,0.5,1
0.9577,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,0.666666666666667,1
0.943,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,0.833333333333333,1
0.921,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,1,1
0.9876,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,0,1
0.9839,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,0.166666666666667,1
0.9779,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,0.333333333333333,1
0.9694,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,0.5,1
0.9582,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,0.666666666666667,1
0.9436,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,0.833333333333333,1
0.9209,0.15,0.09,0.444,-0.194,0.066,0.477,-0.463,-0.134,0.625,1,1
0.9848,0.25,0.05,0.743,-0.372,0.06,0.775,-0.346,-0.473,0.625,0,1
0.9818,0.25,0.05,0.743,-0.372,0.06,0.775,-0.346,-0.473,0.625,0.166666666666667,1
